Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SILK","SILK ROAD MEDICAL INC","Health Care","Equity","25,408,994.24","0.05","25,408,994.24","838,304.00","30.31","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","25,383,461.43","0.05","25,383,461.43","337,053.00","75.31","United States","NASDAQ","USD","1.00","USD","-"
"RADI","RADIUS GLOBAL INFRASTRUCTURE INC C","Communication","Equity","25,332,233.78","0.05","25,332,233.78","1,715,114.00","14.77","United States","NASDAQ","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","25,257,862.85","0.05","25,257,862.85","1,087,295.00","23.23","United States","NASDAQ","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","25,244,284.70","0.05","25,244,284.70","7,275,010.00","3.47","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","25,230,935.12","0.05","25,230,935.12","561,686.00","44.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPRE","GREEN PLAINS INC","Energy","Equity","25,216,695.00","0.05","25,216,695.00","800,530.00","31.50","United States","NASDAQ","USD","1.00","USD","-"
"MNKD","MANNKIND CORP","Health Care","Equity","25,195,387.40","0.05","25,195,387.40","5,649,190.00","4.46","United States","NASDAQ","USD","1.00","USD","-"
"RDFN","REDFIN CORP","Real Estate","Equity","25,140,830.40","0.05","25,140,830.40","2,362,860.00","10.64","United States","NASDAQ","USD","1.00","USD","-"
"LZ","LEGALZOOM COM INC","Industrials","Equity","25,122,531.66","0.05","25,122,531.66","2,139,909.00","11.74","United States","NASDAQ","USD","1.00","USD","-"
"TRS","TRIMAS CORP","Materials","Equity","25,023,423.76","0.05","25,023,423.76","936,856.00","26.71","United States","NASDAQ","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","25,021,429.84","0.05","25,021,429.84","2,992,994.00","8.36","United States","NASDAQ","USD","1.00","USD","-"
"LILAK","LIBERTY LATIN AMERICA LTD CLASS C","Communication","Equity","25,000,370.96","0.05","25,000,370.96","3,263,756.00","7.66","United States","NASDAQ","USD","1.00","USD","-"
"CPRX","CATALYST PHARMACEUTICALS INC","Health Care","Equity","24,977,256.15","0.05","24,977,256.15","2,162,533.00","11.55","United States","NASDAQ","USD","1.00","USD","-"
"LPRO","OPEN LENDING CORP CLASS A","Financials","Equity","24,973,802.42","0.05","24,973,802.42","2,362,706.00","10.57","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","24,964,626.87","0.05","24,964,626.87","3,033,369.00","8.23","United States","NASDAQ","USD","1.00","USD","-"
"LGFB","LIONS GATE ENTERTAINMENT NON VOTIN","Communication","Equity","24,942,043.74","0.05","24,942,043.74","2,579,322.00","9.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","Equity","24,922,659.25","0.05","24,922,659.25","3,057,995.00","8.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPI","EXP WORLD HOLDINGS INC","Real Estate","Equity","24,862,457.33","0.05","24,862,457.33","1,552,933.00","16.01","United States","NASDAQ","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","24,798,643.20","0.05","24,798,643.20","1,614,495.00","15.36","United States","NASDAQ","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","24,772,518.40","0.05","24,772,518.40","1,991,360.00","12.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGH","SMART GLOBAL HOLDINGS","Information Technology","Equity","24,763,775.88","0.05","24,763,775.88","1,079,502.00","22.94","United States","NASDAQ","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","24,743,382.08","0.05","24,743,382.08","2,683,664.00","9.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","Financials","Equity","24,745,534.09","0.05","24,745,534.09","425,693.00","58.13","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","24,716,436.90","0.05","24,716,436.90","455,183.00","54.30","United States","NASDAQ","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","24,719,328.66","0.05","24,719,328.66","3,048,006.00","8.11","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNUT","KRISPY KREME INC","Consumer Discretionary","Equity","24,628,675.05","0.05","24,628,675.05","1,594,089.00","15.45","United States","NASDAQ","USD","1.00","USD","-"
"IDYA","IDEAYA BIOSCIENCES INC","Health Care","Equity","24,630,601.38","0.05","24,630,601.38","990,374.00","24.87","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","24,596,305.44","0.05","24,596,305.44","2,326,992.00","10.57","United States","NASDAQ","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","24,548,346.54","0.05","24,548,346.54","626,553.00","39.18","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","24,526,080.70","0.05","24,526,080.70","1,097,855.00","22.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE INC","Consumer Discretionary","Equity","24,452,939.97","0.05","24,452,939.97","1,730,569.00","14.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSR","FISKER INC CLASS A","Consumer Discretionary","Equity","24,388,752.08","0.05","24,388,752.08","3,959,213.00","6.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTZ","UTZ BRANDS INC CLASS A","Consumer Staples","Equity","24,317,874.90","0.05","24,317,874.90","1,469,358.00","16.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UEC","URANIUM ENERGY CORP","Energy","Equity","24,294,912.84","0.05","24,294,912.84","7,939,514.00","3.06","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","Equity","24,294,924.00","0.05","24,294,924.00","2,699,436.00","9.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","24,257,955.70","0.05","24,257,955.70","151,745.00","159.86","United States","NASDAQ","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","24,235,624.00","0.05","24,235,624.00","757,600.00","31.99","United States","NASDAQ","USD","1.00","USD","-"
"MLKN","MILLERKNOLL INC","Industrials","Equity","24,207,544.32","0.05","24,207,544.32","1,699,968.00","14.24","United States","NASDAQ","USD","1.00","USD","-"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","24,157,217.24","0.05","24,157,217.24","518,284.00","46.61","United States","NASDAQ","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","24,158,234.94","0.05","24,158,234.94","244,938.00","98.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAIN","HAIN CELESTIAL GROUP INC","Consumer Staples","Equity","24,135,331.68","0.05","24,135,331.68","1,991,364.00","12.12","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","24,097,629.60","0.05","24,097,629.60","1,146,960.00","21.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OM","OUTSET MEDICAL INC","Health Care","Equity","24,083,771.04","0.05","24,083,771.04","1,079,022.00","22.32","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","24,069,714.48","0.05","24,069,714.48","805,546.00","29.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","24,021,753.60","0.05","24,021,753.60","6,159,424.00","3.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIGS","FIGS INC CLASS A","Health Care","Equity","24,008,202.88","0.05","24,008,202.88","2,831,156.00","8.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRBT","IROBOT CORP","Consumer Discretionary","Equity","23,891,608.22","0.05","23,891,608.22","597,589.00","39.98","United States","NASDAQ","USD","1.00","USD","-"
"PLL","PIEDMONT LITHIUM INC","Materials","Equity","23,841,767.25","0.05","23,841,767.25","384,855.00","61.95","United States","NASDAQ","USD","1.00","USD","-"
"SAFE","SAFEHOLD INC","Real Estate","Equity","23,806,868.10","0.05","23,806,868.10","891,643.00","26.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KALU","KAISER ALUMINIUM CORP","Materials","Equity","23,774,091.39","0.05","23,774,091.39","352,679.00","67.41","United States","NASDAQ","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","23,744,070.08","0.05","23,744,070.08","2,704,336.00","8.78","United States","NASDAQ","USD","1.00","USD","-"
"DNOW","NOW INC","Industrials","Equity","23,695,443.18","0.05","23,695,443.18","2,460,586.00","9.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBSS","JOHN B SANFILIPPO AND SON INC","Consumer Staples","Equity","23,662,317.00","0.05","23,662,317.00","199,682.00","118.50","United States","NASDAQ","USD","1.00","USD","-"
"DICE","DICE THERAPEUTICS INC","Health Care","Equity","23,627,093.49","0.05","23,627,093.49","786,783.00","30.03","United States","NASDAQ","USD","1.00","USD","-"
"RKLB","ROCKET LAB USA INC","Industrials","Equity","23,594,533.90","0.05","23,594,533.90","4,815,211.00","4.90","United States","NASDAQ","USD","1.00","USD","-"
"AVTA","AVANTAX INC","Financials","Equity","23,491,735.21","0.05","23,491,735.21","1,067,321.00","22.01","United States","NASDAQ","USD","1.00","USD","-"
"ETWO","E2OPEN PARENT HOLDINGS INC CLASS A","Information Technology","Equity","23,466,706.56","0.05","23,466,706.56","4,444,452.00","5.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","23,453,809.20","0.05","23,453,809.20","799,380.00","29.34","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","23,445,720.50","0.05","23,445,720.50","1,146,490.00","20.45","United States","NASDAQ","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","23,295,380.28","0.04","23,295,380.28","2,320,257.00","10.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWH","CAMPING WORLD HOLDINGS INC CLASS A","Consumer Discretionary","Equity","23,285,446.80","0.04","23,285,446.80","864,024.00","26.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","23,255,768.01","0.04","23,255,768.01","580,089.00","40.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMWD","AMERICAN WOODMARK CORP","Industrials","Equity","23,247,919.59","0.04","23,247,919.59","366,513.00","63.43","United States","NASDAQ","USD","1.00","USD","-"
"YEXT","YEXT INC","Information Technology","Equity","23,148,587.50","0.04","23,148,587.50","2,502,550.00","9.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAFT","SAFETY INSURANCE GROUP INC","Financials","Equity","23,051,580.21","0.04","23,051,580.21","308,961.00","74.61","United States","NASDAQ","USD","1.00","USD","-"
"WMK","WEIS MARKETS INC","Consumer Staples","Equity","23,025,835.28","0.04","23,025,835.28","365,896.00","62.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCSG","HEALTHCARE SERVICES GROUP INC","Industrials","Equity","23,027,828.16","0.04","23,027,828.16","1,654,298.00","13.92","United States","NASDAQ","USD","1.00","USD","-"
"EVBG","EVERBRIDGE INC","Information Technology","Equity","22,992,489.30","0.04","22,992,489.30","889,458.00","25.85","United States","NASDAQ","USD","1.00","USD","-"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","Information Technology","Equity","22,964,882.22","0.04","22,964,882.22","2,377,317.00","9.66","United States","NASDAQ","USD","1.00","USD","-"
"SASR","SANDY SPRING BANCORP INC","Financials","Equity","22,882,813.62","0.04","22,882,813.62","975,397.00","23.46","United States","NASDAQ","USD","1.00","USD","-"
"ATSG","AIR TRANSPORT SERVICES GROUP INC","Industrials","Equity","22,803,134.48","0.04","22,803,134.48","1,282,516.00","17.78","United States","NASDAQ","USD","1.00","USD","-"
"AMSF","AMERISAFE INC","Financials","Equity","22,796,170.32","0.04","22,796,170.32","429,064.00","53.13","United States","NASDAQ","USD","1.00","USD","-"
"SFL","SFL LTD","Energy","Equity","22,740,439.02","0.04","22,740,439.02","2,535,166.00","8.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS INC","Health Care","Equity","22,689,729.35","0.04","22,689,729.35","838,807.00","27.05","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","22,663,628.13","0.04","22,663,628.13","1,856,153.00","12.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIG","EMPLOYERS HOLDINGS INC","Financials","Equity","22,615,695.54","0.04","22,615,695.54","590,334.00","38.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","22,593,888.90","0.04","22,593,888.90","2,535,790.00","8.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","22,484,780.50","0.04","22,484,780.50","545,350.00","41.23","United States","NASDAQ","USD","1.00","USD","-"
"MEG","MONTROSE ENVIRONMENTAL GRP INC","Industrials","Equity","22,359,277.30","0.04","22,359,277.30","613,255.00","36.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","22,300,307.82","0.04","22,300,307.82","778,914.00","28.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","Energy","Equity","22,232,452.33","0.04","22,232,452.33","3,162,511.00","7.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","22,189,063.68","0.04","22,189,063.68","2,476,458.00","8.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UUUU","ENERGY FUELS INC","Energy","Equity","22,125,969.27","0.04","22,125,969.27","3,462,593.00","6.39","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"CMTG","CLAROS MORTGAGE TRUST INC","Financials","Equity","22,059,566.34","0.04","22,059,566.34","2,048,242.00","10.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","22,043,788.35","0.04","22,043,788.35","1,515,037.00","14.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","22,005,962.29","0.04","22,005,962.29","670,709.00","32.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVRO","NEVRO CORP","Health Care","Equity","21,970,030.50","0.04","21,970,030.50","777,150.00","28.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMCI","TREACE MEDICAL CONCEPTS INC","Health Care","Equity","21,953,869.08","0.04","21,953,869.08","819,786.00","26.78","United States","NASDAQ","USD","1.00","USD","-"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","Real Estate","Equity","21,910,978.08","0.04","21,910,978.08","502,776.00","43.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWTX","SPRINGWORKS THERAPEUTICS INC","Health Care","Equity","21,880,530.08","0.04","21,880,530.08","800,312.00","27.34","United States","NASDAQ","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","21,848,289.60","0.04","21,848,289.60","1,227,432.00","17.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WINA","WINMARK CORP","Consumer Discretionary","Equity","21,841,913.66","0.04","21,841,913.66","62,518.00","349.37","United States","NASDAQ","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","21,744,446.08","0.04","21,744,446.08","4,853,671.00","4.48","United States","NASDAQ","USD","1.00","USD","-"
"RLAY","RELAY THERAPEUTICS INC","Health Care","Equity","21,657,344.31","0.04","21,657,344.31","1,888,173.00","11.47","United States","NASDAQ","USD","1.00","USD","-"
"AAT","AMERICAN ASSETS TRUST REIT INC","Real Estate","Equity","21,653,375.52","0.04","21,653,375.52","1,105,328.00","19.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jan 01, 1970"
"CDMO","AVID BIOSERVICES INC","Health Care","Equity","21,638,081.92","0.04","21,638,081.92","1,359,176.00","15.92","United States","NASDAQ","USD","1.00","USD","-"
"HWKN","HAWKINS INC","Materials","Equity","21,539,154.88","0.04","21,539,154.88","431,128.00","49.96","United States","NASDAQ","USD","1.00","USD","-"
"TTGT","TECHTARGET INC","Communication","Equity","21,477,134.25","0.04","21,477,134.25","600,759.00","35.75","United States","NASDAQ","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","21,404,736.64","0.04","21,404,736.64","1,560,112.00","13.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","21,388,955.20","0.04","21,388,955.20","646,192.00","33.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
